"status","duration","history","purpose","credit","bonds","jobex","rate","sex","guarantor","residence","property","age","install","house","nocredit","job","no","ph","nri","credibility","TIN_status_A11","TIN_status_A12","TIN_status_A13","TIN_status_A14","TIN_history_A30","TIN_history_A31","TIN_history_A32","TIN_history_A33","TIN_history_A34","TIN_purpose_A40","TIN_purpose_A41","TIN_purpose_A410","TIN_purpose_A42","TIN_purpose_A43","TIN_purpose_A44","TIN_purpose_A45","TIN_purpose_A46","TIN_purpose_A48","TIN_purpose_A49","TIN_bonds_A61","TIN_bonds_A62","TIN_bonds_A63","TIN_bonds_A64","TIN_bonds_A65","TIN_jobex_A71","TIN_jobex_A72","TIN_jobex_A73","TIN_jobex_A74","TIN_jobex_A75","TIN_sex_A91","TIN_sex_A92","TIN_sex_A93","TIN_sex_A94","TIN_guarantor_A101","TIN_guarantor_A102","TIN_guarantor_A103","TIN_property_A121","TIN_property_A122","TIN_property_A123","TIN_property_A124","TIN_install_A141","TIN_install_A142","TIN_install_A143","TIN_house_A151","TIN_house_A152","TIN_house_A153","TIN_job_A171","TIN_job_A172","TIN_job_A173","TIN_job_A174","TIN_ph_A191","TIN_ph_A192","TIN_nri_A201","TIN_nri_A202","R01_credit","RIN_age_4","R01_credibility","RIN_R01_credit_4"
"A11",30,"A30","A42",4583,"A61","A73",2,"A91","A103",2,"A121",32,"A143","A152",2,"A173",1,"A191","A201",1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.238417519533399,1,0,1
"A14",24,"A33","A49",2978,"A65","A73",4,"A93","A101",4,"A121",32,"A143","A152",2,"A173",2,"A192","A201",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.15010454495433,1,0,0
"A12",9,"A32","A43",458,"A61","A73",4,"A93","A101",3,"A121",24,"A143","A152",1,"A173",1,"A191","A201",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.011444921316166,0,0,0
"A12",48,"A32","A40",8487,"A65","A74",1,"A92","A101",2,"A123",24,"A143","A152",1,"A173",1,"A191","A201",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.453229888852206,0,0,1
"A14",9,"A34","A46",936,"A63","A75",4,"A93","A101",2,"A123",52,"A143","A152",2,"A173",1,"A192","A201",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.0377462308792781,2,0,0
"A12",48,"A34","A42",5096,"A61","A73",2,"A92","A101",3,"A123",30,"A143","A152",1,"A174",1,"A192","A201",2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0.266644657202597,1,1,1
"A11",21,"A31","A40",1647,"A65","A73",4,"A93","A101",2,"A122",40,"A143","A152",2,"A172",2,"A191","A201",2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0768680532629031,1,1,0
"A14",24,"A34","A410",6314,"A61","A71",4,"A93","A102",2,"A124",27,"A141","A152",2,"A174",1,"A192","A201",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0.333663475294377,0,0,1
"A14",24,"A32","A43",2397,"A63","A75",3,"A93","A101",2,"A123",35,"A141","A152",2,"A173",1,"A192","A201",2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0.118135798393309,1,1,0
"A12",13,"A34","A43",882,"A61","A72",4,"A93","A103",4,"A121",23,"A143","A152",2,"A173",1,"A191","A201",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0347749532298889,0,0,0
"A12",18,"A34","A43",1245,"A61","A73",4,"A94","A101",2,"A123",33,"A143","A152",1,"A173",1,"A191","A201",2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0547485418730054,1,1,0
"A12",48,"A32","A43",5951,"A61","A73",2,"A92","A101",2,"A121",22,"A143","A152",1,"A173",1,"A191","A201",2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.31368988665126,0,1,1
"A13",21,"A34","A46",2319,"A61","A72",2,"A91","A101",1,"A123",33,"A143","A151",1,"A173",1,"A191","A201",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0.113843952899747,1,1,0
"A12",48,"A31","A49",3566,"A62","A74",4,"A93","A101",2,"A123",30,"A143","A152",1,"A173",1,"A191","A201",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.182458457136569,1,0,1
"A14",18,"A32","A42",1533,"A61","A72",4,"A94","A102",1,"A122",43,"A143","A152",1,"A172",2,"A191","A201",2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0705953560030813,1,1,0
"A14",21,"A32","A49",1572,"A64","A75",4,"A92","A101",4,"A121",36,"A141","A152",1,"A172",1,"A191","A201",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.0727412787498624,1,0,0
"A14",18,"A34","A43",629,"A63","A75",4,"A93","A101",3,"A122",32,"A141","A152",2,"A174",1,"A192","A201",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0.0208539672058985,1,0,0
"A11",6,"A34","A40",609,"A61","A74",4,"A92","A101",3,"A122",37,"A143","A152",2,"A173",1,"A191","A202",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0.019753494002421,1,0,0
"A13",30,"A33","A49",1908,"A61","A75",4,"A93","A101",4,"A121",66,"A143","A152",1,"A174",1,"A192","A201",2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0.0912292285682844,3,1,0
"A14",18,"A32","A49",1568,"A62","A73",3,"A92","A101",4,"A122",24,"A143","A151",1,"A172",1,"A191","A201",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0.0725211841091669,0,0,0
"A14",54,"A30","A41",9436,"A65","A73",2,"A93","A101",2,"A122",39,"A143","A152",1,"A172",2,"A191","A201",1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.505447342357214,1,0,2
"A14",6,"A32","A42",4611,"A61","A72",1,"A92","A101",4,"A122",32,"A143","A152",1,"A173",1,"A191","A201",2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.239958182018268,1,1,1
"A12",36,"A32","A43",2671,"A62","A73",4,"A92","A102",4,"A124",50,"A143","A153",1,"A173",1,"A191","A201",2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0.133212281280951,2,1,0
"A11",6,"A34","A43",1169,"A65","A75",4,"A93","A101",4,"A121",67,"A143","A152",2,"A173",1,"A192","A201",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.0505667436997909,3,0,0
"A12",18,"A30","A42",3244,"A61","A73",1,"A92","A101",4,"A123",33,"A141","A152",2,"A173",1,"A192","A201",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0.164740838560581,1,0,0
"A14",36,"A32","A42",10974,"A61","A71",4,"A92","A101",2,"A123",26,"A143","A152",2,"A174",1,"A192","A201",2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0.590073731704633,0,1,2
"A11",24,"A34","A41",2957,"A61","A75",4,"A93","A101",4,"A122",63,"A143","A152",2,"A173",1,"A192","A201",1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.148949048090679,2,0,0
"A13",6,"A34","A46",1047,"A61","A73",2,"A92","A101",4,"A122",50,"A143","A152",1,"A172",1,"A191","A201",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0438538571585782,2,0,0
"A12",36,"A30","A43",3804,"A61","A73",4,"A92","A101",1,"A123",42,"A143","A152",1,"A173",1,"A192","A201",2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.195554088257951,1,1,1
"A11",24,"A32","A41",2924,"A61","A73",3,"A93","A103",4,"A124",63,"A141","A152",1,"A173",2,"A192","A201",1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0.147133267304941,2,0,0
"A14",36,"A32","A49",5742,"A62","A74",2,"A93","A101",2,"A123",31,"A143","A152",2,"A173",1,"A192","A201",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.30218994167492,1,0,1
"A14",21,"A30","A40",5003,"A65","A73",1,"A92","A101",4,"A122",29,"A141","A152",2,"A173",1,"A192","A201",2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0.261527456806427,1,1,1
"A12",36,"A32","A40",12389,"A65","A73",1,"A93","A101",4,"A124",37,"A143","A153",1,"A173",1,"A192","A201",2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.667932210850666,1,1,2
"A12",9,"A34","A46",1501,"A61","A75",2,"A92","A101",3,"A123",34,"A143","A152",2,"A174",1,"A192","A201",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0.0688345988775173,1,1,0
"A12",45,"A32","A43",3031,"A62","A73",4,"A93","A103",4,"A122",21,"A143","A151",1,"A173",1,"A191","A201",2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0.153020798943546,0,1,0
"A14",6,"A33","A49",1743,"A62","A73",1,"A93","A101",2,"A121",34,"A143","A152",2,"A172",1,"A191","A201",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.082150324639595,1,0,0
"A14",18,"A32","A42",3422,"A61","A75",4,"A93","A101",4,"A122",47,"A141","A152",3,"A173",2,"A192","A201",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0.174535050071531,2,0,1
"A14",18,"A33","A49",2169,"A61","A73",4,"A94","A101",2,"A123",28,"A143","A152",1,"A173",1,"A192","A201",2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.105590403873666,0,1,0
"A11",12,"A32","A40",900,"A65","A73",4,"A94","A101",2,"A123",23,"A143","A152",1,"A173",1,"A191","A201",2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0357653791130186,0,1,0
"A14",24,"A34","A41",2346,"A61","A74",4,"A93","A101",3,"A123",35,"A143","A152",2,"A173",1,"A192","A201",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.115329591724442,1,0,0
"A13",24,"A32","A43",5152,"A61","A74",4,"A93","A101",2,"A123",25,"A141","A152",1,"A173",1,"A191","A201",1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0.269725982172334,0,0,1
"A14",12,"A34","A46",2096,"A61","A74",2,"A93","A101",3,"A121",49,"A143","A152",1,"A172",2,"A191","A201",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.101573676680973,2,0,0
"A14",24,"A33","A40",2032,"A61","A75",4,"A93","A101",4,"A124",60,"A143","A153",2,"A173",1,"A192","A201",1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.0980521624298448,2,0,0
"A11",24,"A31","A42",3349,"A63","A72",4,"A93","A101",4,"A124",30,"A143","A153",1,"A173",2,"A192","A201",2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.170518322878838,1,1,1
"A14",48,"A31","A49",3609,"A61","A73",1,"A92","A101",1,"A121",27,"A142","A152",1,"A173",1,"A191","A201",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0.184824474524045,0,0,1
"A12",18,"A34","A49",1887,"A65","A73",4,"A94","A101",4,"A121",28,"A141","A152",2,"A173",1,"A191","A201",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0.090073731704633,0,0,0
"A14",48,"A33","A43",12749,"A63","A74",4,"A93","A101",1,"A123",37,"A143","A152",1,"A174",1,"A192","A201",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0.687740728513261,1,0,2
"A11",18,"A30","A42",3114,"A61","A72",1,"A92","A101",4,"A122",26,"A143","A151",1,"A173",1,"A191","A201",2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0.157587762737977,0,1,0
"A14",18,"A34","A42",1817,"A61","A73",4,"A92","A101",2,"A124",28,"A143","A152",2,"A173",1,"A191","A201",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.0862220754924618,0,0,0
"A13",4,"A32","A40",1494,"A65","A72",1,"A93","A101",2,"A121",29,"A143","A152",1,"A172",2,"A191","A202",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0.0684494332563002,1,0,0
"A13",18,"A32","A42",3049,"A61","A72",1,"A92","A101",1,"A122",45,"A142","A152",1,"A172",1,"A191","A201",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.154011224826675,1,0,0
"A12",24,"A33","A43",6403,"A61","A72",1,"A93","A101",2,"A123",33,"A143","A152",1,"A173",1,"A191","A201",1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.338560581049851,1,0,1
"A12",12,"A32","A40",685,"A61","A74",2,"A94","A101",3,"A123",25,"A141","A152",1,"A172",1,"A191","A201",2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.0239352921756355,0,1,0
"A12",18,"A32","A46",1239,"A65","A73",4,"A93","A101",4,"A124",61,"A143","A153",1,"A173",1,"A191","A201",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0.0544183999119621,2,0,0
"A12",24,"A34","A43",1216,"A62","A72",4,"A93","A101",4,"A124",38,"A141","A152",2,"A173",2,"A191","A201",2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0.053152855727963,1,1,0
"A14",36,"A34","A42",7127,"A61","A72",2,"A92","A101",4,"A122",23,"A143","A151",2,"A173",1,"A192","A201",2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0.378397711015737,0,1,1
"A11",24,"A32","A43",3660,"A61","A73",2,"A92","A101",4,"A123",28,"A143","A152",1,"A173",1,"A191","A201",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.187630681192913,0,0,1
"A14",15,"A34","A43",1459,"A61","A73",4,"A92","A101",2,"A123",43,"A143","A152",1,"A172",1,"A191","A201",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0665236051502146,1,0,0
"A12",6,"A32","A45",454,"A61","A72",3,"A94","A101",1,"A122",22,"A143","A152",1,"A172",1,"A191","A201",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0112248266754705,0,0,0
"A11",36,"A32","A42",5179,"A61","A74",4,"A93","A101",2,"A122",29,"A143","A152",1,"A173",1,"A191","A201",2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.271211620997029,1,1,1
"A11",12,"A32","A48",902,"A61","A74",4,"A94","A101",4,"A122",21,"A143","A151",1,"A173",1,"A191","A201",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0.0358754264333663,0,1,0
"A11",18,"A31","A42",1553,"A61","A73",4,"A93","A101",3,"A123",44,"A141","A152",1,"A173",1,"A191","A201",2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0.0716958292065588,1,1,0
"A14",22,"A32","A43",2675,"A63","A75",3,"A93","A101",4,"A123",40,"A143","A152",1,"A173",1,"A191","A201",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.133432375921646,1,0,0
"A12",18,"A32","A43",1113,"A61","A73",4,"A92","A103",4,"A121",26,"A143","A152",1,"A172",2,"A191","A201",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0474854187300539,0,0,0
"A11",12,"A31","A43",626,"A61","A73",4,"A92","A101",4,"A121",24,"A141","A152",1,"A172",1,"A191","A201",2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.0206888962253769,0,1,0
"A11",36,"A34","A41",9629,"A61","A74",4,"A93","A101",4,"A123",24,"A143","A152",2,"A173",1,"A192","A201",2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.516066908770771,0,1,2
"A12",24,"A32","A41",11560,"A61","A73",1,"A92","A101",4,"A123",23,"A143","A151",2,"A174",1,"A191","A201",2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0.622317596566524,0,1,2
"A14",30,"A34","A43",2831,"A61","A73",4,"A92","A101",2,"A123",33,"A143","A152",1,"A173",1,"A192","A201",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.142016066908771,1,0,0
"A12",9,"A32","A43",2118,"A61","A73",2,"A93","A101",2,"A121",37,"A143","A152",1,"A172",2,"A191","A201",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.102784197204798,1,0,0
"A12",36,"A34","A43",2337,"A61","A75",4,"A93","A101",4,"A121",36,"A143","A152",1,"A173",1,"A191","A201",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.114834378782877,1,0,0
"A12",18,"A34","A42",6361,"A61","A75",2,"A93","A101",1,"A124",41,"A143","A152",1,"A173",1,"A192","A201",1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.336249587322549,1,0,1
