RRC_TNM_ph,RRC_TNM_nri,RRC_duration,RRC_credit,RRC_rate,RRC_residence,RRC_age,RRC_nocredit,RRC_liable,RRC_TNM_check_status,RRC_TNM_history,RRC_TNM_purpose,RRC_TNM_bonds,RRC_TNM_jobex,RRC_TNM_s_status,RRC_TNM_guarantor,RRC_TNM_property,RRC_TNM_install,RRC_TNM_house,RRC_TNM_job,R01_credibility
1.2139902295,-0.1959162514,-0.7382981167,1.6274070882,0.9180178142,1.0464630541,1.5343543772,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,-0.101120655,-0.6993570774,1.3374092821,0.4491017557,-0.3035338526,1.5634983166,0.4606002072,2.0159475755,1.6768307653,1
-0.8229061287,-0.1959162514,-0.9870787918,-0.6352905279,0.9180178142,-0.7655941825,-1.1908080895,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,0.2639358612,-0.6993570774,0.5098045283,0.4491017557,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,1
-0.8229061287,-0.1959162514,0.2568245836,-0.0433118655,0.9180178142,-1.6716228008,-1.1908080895,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,-0.101120655,-0.6993570774,-1.1454049792,0.4491017557,-0.3035338526,1.5634983166,-2.3738626064,2.0159475755,0.1468756875,0
-0.8229061287,-0.1959162514,1.2519472838,0.3325644724,0.9180178142,-0.7655941825,-0.8391742228,-0.7045734472,-0.428075368,0.3363448717,-0.5031761787,0.2639358612,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,1
-0.8229061287,-0.1959162514,-0.9870787918,-0.2707507053,-0.8697481336,1.0464630541,1.3585374439,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,-1.1962902034,0.5664475876,1.3374092821,0.4491017557,-0.3035338526,1.5634983166,0.4606002072,2.0159475755,-1.3830793904,0
-0.8229061287,-0.1959162514,-0.7382981167,-0.4004120999,0.0241348403,-1.6716228008,-0.0479980228,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,0.2639358612,-0.0664547449,0.5098045283,0.4491017557,-0.3035338526,1.5634983166,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,-0.2407367666,-0.8521013845,0.9180178142,-0.7655941825,-0.9270826895,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,0.2639358612,-0.6993570774,-0.3178002254,1.8613714276,3.8831399758,-1.2930759524,0.4606002072,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,-1.4017132502,-0.6119089649,-0.8697481336,-1.6716228008,0.5673612439,2.7577039347,2.3337011999,1.1314864124,1.3433419082,0.2639358612,-0.6993570774,0.5098045283,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,0.2568245836,-0.5130687215,0.9180178142,-0.7655941825,-0.4875403561,-0.7045734472,2.3337011999,-1.2539382097,-0.5031761787,0.2639358612,-0.6993570774,-1.973009733,0.4491017557,-0.3035338526,0.6113068936,-0.9566311996,0.1336435834,1.6768307653,1
1.2139902295,-0.1959162514,-1.2358594668,3.9974473342,-1.7636311075,-0.7655941825,-1.1028996228,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,-1.1962902034,1.8322522527,-1.973009733,0.4491017557,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,-2.9130344683,1
-0.8229061287,-0.1959162514,0.0080439085,-0.1786415178,0.9180178142,-0.7655941825,2.2376221106,1.0265652438,-0.428075368,-0.458796669,-0.5031761787,2.0892184419,-0.0664547449,1.3374092821,-2.3754375881,-0.3035338526,0.6113068936,-2.3738626064,-1.7486604086,-1.3830793904,1
-0.8229061287,-0.1959162514,-0.7382981167,-0.7015382896,0.9180178142,-0.7655941825,-0.0479980228,1.0265652438,-0.428075368,1.1314864124,1.3433419082,0.2639358612,-0.6993570774,-0.3178002254,-0.9631679162,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,0.7543859337,-0.2654367137,-1.7636311075,0.1404344358,0.3036358439,-0.7045734472,2.3337011999,-1.2539382097,-0.5031761787,0.2639358612,-0.6993570774,1.3374092821,0.4491017557,3.8831399758,-0.3408845294,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,0.2568245836,-0.8347423453,0.9180178142,-0.7655941825,-0.5754488228,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,-1.1962902034,1.8322522527,1.3374092821,-0.9631679162,-0.3035338526,0.6113068936,-2.3738626064,0.1336435834,0.1468756875,1
-0.8229061287,-0.1959162514,-1.2358594668,-0.5938413935,0.0241348403,-0.7655941825,1.3585374439,-0.7045734472,2.3337011999,1.1314864124,-0.5031761787,0.2639358612,-0.6993570774,0.5098045283,0.4491017557,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,2.247069984,0.4724995841,0.0241348403,1.0464630541,-1.0149911562,1.0265652438,2.3337011999,-1.2539382097,-2.3496942655,-0.8312336873,-0.6993570774,1.3374092821,0.4491017557,-0.3035338526,1.5634983166,0.4606002072,2.0159475755,0.1468756875,1
-0.8229061287,-0.1959162514,-0.7382981167,-0.7390904968,0.0241348403,-0.7655941825,-0.7512657561,1.0265652438,-0.428075368,1.1314864124,1.3433419082,2.0892184419,-0.6993570774,-0.3178002254,-0.9631679162,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,-0.7382981167,0.0622594339,0.9180178142,0.1404344358,-0.0479980228,-0.7045734472,2.3337011999,1.1314864124,-1.4264352221,1.7241619258,0.5664475876,-0.3178002254,-0.9631679162,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,-1.3830793904,0
1.2139902295,-0.1959162514,0.2568245836,-0.7132290711,0.9180178142,-1.6716228008,-0.9270826895,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,2.0892184419,-0.6993570774,0.5098045283,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,-0.7382981167,-0.9048870342,0.9180178142,1.0464630541,1.4464459106,2.7577039347,-0.428075368,1.1314864124,1.3433419082,0.2639358612,-0.6993570774,1.3374092821,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,5.0991175707,-1.2358594668,-0.7323594408,0.9180178142,-1.6716228008,-0.0479980228,-0.7045734472,-0.428075368,1.1314864124,-2.3496942655,-1.1962902034,-0.0664547449,-0.3178002254,0.4491017557,-0.3035338526,1.5634983166,-2.3738626064,-1.7486604086,0.1468756875,0
-0.8229061287,-0.1959162514,0.2568245836,-0.4769335787,-0.8697481336,-0.7655941825,-0.8391742228,-0.7045734472,-0.428075368,0.3363448717,-0.5031761787,-0.101120655,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,-0.2407367666,-1.0054986082,0.0241348403,1.0464630541,-1.1908080895,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,0.2639358612,-0.6993570774,-1.973009733,-0.9631679162,1.7898030616,-1.2930759524,0.4606002072,-1.7486604086,0.1468756875,1
1.2139902295,-0.1959162514,-1.2358594668,-0.9229546056,0.0241348403,1.0464630541,0.3036358439,1.0265652438,-0.428075368,-1.2539382097,1.3433419082,-1.1962902034,1.1993499201,0.5098045283,-0.9631679162,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,-0.7382981167,-0.3614428283,-1.7636311075,-0.7655941825,0.9189951105,-0.7045734472,-0.428075368,0.3363448717,-0.5031761787,-0.101120655,-0.6993570774,-0.3178002254,-0.9631679162,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,0.7543859337,-0.397223705,0.9180178142,-0.7655941825,-1.0149911562,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,-1.1962902034,-0.6993570774,-0.3178002254,-0.9631679162,3.8831399758,1.5634983166,-2.3738626064,0.1336435834,0.1468756875,1
-0.8229061287,-0.1959162514,0.2568245836,0.3116627722,-0.8697481336,0.1404344358,-0.0479980228,1.0265652438,-0.428075368,1.1314864124,0.4200828648,-0.101120655,-0.0664547449,-0.3178002254,0.4491017557,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,-0.9870787918,-0.4397356376,-0.8697481336,-1.6716228008,-1.0149911562,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,-0.101120655,1.8322522527,0.5098045283,0.4491017557,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,3.2421926843,1.469050139,-1.7636311075,-1.6716228008,-0.7512657561,-0.7045734472,-0.428075368,-0.458796669,0.4200828648,0.2639358612,1.8322522527,-0.3178002254,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,0.2568245836,-0.2080456046,0.9180178142,-0.7655941825,-0.0479980228,1.0265652438,-0.428075368,1.1314864124,1.3433419082,0.2639358612,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,-0.7382981167,-0.3975779711,0.9180178142,-1.6716228008,-0.5754488228,-0.7045734472,-0.428075368,-1.2539382097,-1.4264352221,0.2639358612,-0.6993570774,-0.3178002254,-2.3754375881,-0.3035338526,1.5634983166,0.4606002072,2.0159475755,0.1468756875,1
1.2139902295,-0.1959162514,-0.4895174416,0.1915665624,-1.7636311075,1.0464630541,-1.1028996228,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,-0.8312336873,-0.0664547449,-1.1454049792,-0.9631679162,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,-0.8212250084,-0.7500727461,0.9180178142,1.0464630541,1.8859882439,2.7577039347,-0.428075368,1.1314864124,1.3433419082,0.2639358612,-0.0664547449,-1.973009733,-0.9631679162,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,-0.7382981167,-0.571876895,-0.8697481336,-0.7655941825,-0.7512657561,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,-0.101120655,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,0.2568245836,-0.5910072647,0.9180178142,1.0464630541,1.7101713106,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,0.2639358612,-0.6993570774,1.3374092821,-0.9631679162,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,-0.2407367666,0.7194230597,-0.8697481336,1.0464630541,0.0399104439,2.7577039347,-0.428075368,-1.2539382097,1.3433419082,-1.1962902034,-0.6993570774,1.3374092821,0.4491017557,-0.3035338526,1.5634983166,0.4606002072,2.0159475755,1.6768307653,0
-0.8229061287,-0.1959162514,-0.7382981167,-0.1853725739,-0.8697481336,1.0464630541,1.8859882439,2.7577039347,-0.428075368,1.1314864124,1.3433419082,1.3591054096,-0.6993570774,1.3374092821,-0.9631679162,-0.3035338526,1.5634983166,-2.3738626064,2.0159475755,-1.3830793904,0
-0.8229061287,5.0991175707,-0.9041519001,-0.7227942559,0.0241348403,1.0464630541,-0.3117234228,1.0265652438,2.3337011999,1.1314864124,1.3433419082,-1.1962902034,-0.6993570774,1.3374092821,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,-0.4895174416,-0.8747744152,0.9180178142,0.1404344358,0.1278189105,-0.7045734472,2.3337011999,-0.458796669,-0.5031761787,0.2639358612,-0.6993570774,1.3374092821,0.4491017557,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,1
-0.8229061287,-0.1959162514,1.2519472838,1.0743976974,0.9180178142,1.0464630541,0.0399104439,1.0265652438,-0.428075368,1.1314864124,1.3433419082,2.0892184419,1.8322522527,1.3374092821,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,0.2568245836,-0.6158058921,0.9180178142,0.1404344358,0.2157273772,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,0.2639358612,-0.6993570774,-1.1454049792,-0.9631679162,-0.3035338526,0.6113068936,-0.9566311996,0.1336435834,0.1468756875,0
1.2139902295,5.0991175707,-0.5724443333,2.0217052636,-1.7636311075,1.0464630541,0.8310866439,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,-1.1962902034,-0.6993570774,1.3374092821,-2.3754375881,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,1.6768307653,1
-0.8229061287,-0.1959162514,0.2568245836,-0.8049839924,0.9180178142,-0.7655941825,-0.9270826895,1.0265652438,-0.428075368,1.1314864124,-0.5031761787,0.2639358612,1.8322522527,1.3374092821,0.4491017557,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,5.0991175707,-0.2407367666,-0.2158394589,0.9180178142,0.1404344358,-0.3117234228,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,-1.1962902034,1.8322522527,0.5098045283,0.4491017557,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,-0.7382981167,-0.6622147519,0.0241348403,1.0464630541,0.1278189105,-0.7045734472,-0.428075368,1.1314864124,1.3433419082,-0.101120655,0.5664475876,0.5098045283,-0.9631679162,-0.3035338526,0.6113068936,0.4606002072,-1.7486604086,0.1468756875,0
1.2139902295,-0.1959162514,2.247069984,3.1521684064,0.9180178142,1.0464630541,0.0399104439,-0.7045734472,-0.428075368,-0.458796669,-1.4264352221,-1.1962902034,1.8322522527,-1.973009733,0.4491017557,1.7898030616,1.5634983166,0.4606002072,2.0159475755,1.6768307653,0
-0.8229061287,-0.1959162514,2.247069984,-0.0748415489,0.9180178142,1.0464630541,-0.6633572895,1.0265652438,-0.428075368,-0.458796669,-0.5031761787,0.2639358612,-0.6993570774,0.5098045283,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,1
1.2139902295,-0.1959162514,0.7543859337,3.0915889024,-1.7636311075,-1.6716228008,-0.1359064895,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,0.9940488935,-0.6993570774,-1.1454049792,-2.3754375881,-0.3035338526,1.5634983166,0.4606002072,0.1336435834,-1.3830793904,1
-0.8229061287,-0.1959162514,-0.9870787918,-0.2034401452,-1.7636311075,-0.7655941825,-0.3117234228,-0.7045734472,2.3337011999,1.1314864124,-0.5031761787,0.2639358612,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,-0.2407367666,-0.3072401142,-0.8697481336,-0.7655941825,-0.8391742228,1.0265652438,-0.428075368,1.1314864124,1.3433419082,0.2639358612,-0.6993570774,-0.3178002254,-0.9631679162,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,-0.7382981167,-0.7118120067,-0.8697481336,1.0464630541,1.1827205106,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,-0.101120655,1.8322522527,1.3374092821,-2.3754375881,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,-1.2358594668,0.4746251808,-1.7636311075,1.0464630541,-0.3117234228,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,-0.101120655,-0.6993570774,-1.1454049792,-0.9631679162,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,0.1468756875,1
1.2139902295,-0.1959162514,0.2568245836,-0.4854359652,0.9180178142,1.0464630541,-0.5754488228,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,0.2639358612,-0.0664547449,-0.3178002254,0.4491017557,-0.3035338526,0.6113068936,0.4606002072,-1.7486604086,1.6768307653,0
1.2139902295,-0.1959162514,-0.4895174416,0.0342724116,0.0241348403,1.0464630541,-1.1028996228,1.0265652438,-0.428075368,1.1314864124,1.3433419082,-0.8312336873,1.1993499201,1.3374092821,0.4491017557,-0.3035338526,1.5634983166,0.4606002072,-1.7486604086,0.1468756875,0
-0.8229061287,-0.1959162514,-0.7382981167,-0.6012809818,0.9180178142,-0.7655941825,1.2706289772,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,-0.101120655,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,-0.2407367666,-0.6469813094,0.9180178142,1.0464630541,1.1827205106,-0.7045734472,-0.428075368,0.3363448717,-1.4264352221,0.2639358612,1.8322522527,0.5098045283,0.4491017557,-0.3035338526,0.6113068936,-2.3738626064,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,-0.4895174416,-0.6204113514,0.9180178142,1.0464630541,2.4134390439,-0.7045734472,-0.428075368,1.1314864124,1.3433419082,-0.101120655,1.8322522527,1.3374092821,0.4491017557,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,0.2568245836,0.2149481254,0.9180178142,-0.7655941825,0.1278189105,-0.7045734472,-0.428075368,-0.458796669,1.3433419082,-1.1962902034,-0.0664547449,-1.1454049792,-2.3754375881,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,2.1641430924,2.6395453517,-1.7636311075,-1.6716228008,-0.0479980228,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,-1.1962902034,-0.6993570774,-1.1454049792,-0.9631679162,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,2.247069984,0.5373302814,0.9180178142,0.1404344358,-0.8391742228,-0.7045734472,2.3337011999,-1.2539382097,-0.5031761787,-0.8312336873,-0.6993570774,0.5098045283,0.4491017557,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,2.247069984,1.5271497803,-0.8697481336,1.0464630541,-0.3996318895,-0.7045734472,-0.428075368,-0.458796669,0.4200828648,-0.4661771711,-0.0664547449,-1.973009733,0.4491017557,-0.3035338526,1.5634983166,0.4606002072,2.0159475755,1.6768307653,0
1.2139902295,-0.1959162514,-0.7382981167,-0.7720372446,0.9180178142,1.0464630541,1.1827205106,1.0265652438,-0.428075368,-0.458796669,-0.5031761787,0.2639358612,-0.6993570774,-0.3178002254,-0.9631679162,3.8831399758,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,0.2568245836,-0.7961273398,0.9180178142,1.0464630541,1.0948120439,-0.7045734472,-0.428075368,-1.2539382097,0.4200828648,0.2639358612,-0.6993570774,-1.1454049792,1.8613714276,-0.3035338526,-1.2930759524,-0.9566311996,0.1336435834,0.1468756875,1
1.2139902295,5.0991175707,-0.7382981167,-0.7777055023,-0.8697481336,-0.7655941825,-0.8391742228,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,2.0892184419,-0.6993570774,-0.3178002254,1.8613714276,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,1.2519472838,2.170497028,-1.7636311075,1.0464630541,-0.6633572895,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,-0.8312336873,-0.6993570774,-1.1454049792,1.8613714276,-0.3035338526,0.6113068936,0.4606002072,-1.7486604086,1.6768307653,1
1.2139902295,-0.1959162514,0.2568245836,1.1151382996,-0.8697481336,1.0464630541,0.7431781772,1.0265652438,2.3337011999,-1.2539382097,1.3433419082,-0.8312336873,-0.6993570774,1.3374092821,-0.9631679162,-0.3035338526,1.5634983166,0.4606002072,2.0159475755,1.6768307653,0
-0.8229061287,-0.1959162514,1.7495086339,0.5401644103,0.9180178142,1.0464630541,1.7980797772,-0.7045734472,-0.428075368,0.3363448717,1.3433419082,-0.8312336873,-0.6993570774,1.3374092821,0.4491017557,-0.3035338526,1.5634983166,0.4606002072,2.0159475755,0.1468756875,0
-0.8229061287,-0.1959162514,2.247069984,1.5438002873,0.9180178142,-0.7655941825,0.9189951105,1.0265652438,2.3337011999,1.1314864124,1.3433419082,2.0892184419,1.8322522527,1.3374092821,-2.3754375881,-0.3035338526,0.6113068936,-2.3738626064,0.1336435834,1.6768307653,0
1.2139902295,-0.1959162514,2.247069984,2.3695945793,-1.7636311075,-0.7655941825,-0.8391742228,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,-0.101120655,-0.6993570774,-1.1454049792,-0.9631679162,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,1
-0.8229061287,-0.1959162514,-0.7382981167,0.4972982115,-1.7636311075,1.0464630541,-1.3666250228,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,-0.8312336873,1.8322522527,-1.1454049792,-0.9631679162,-0.3035338526,0.6113068936,0.4606002072,-1.7486604086,0.1468756875,0
-0.8229061287,5.0991175707,-0.9041519001,-0.702955354,0.9180178142,-0.7655941825,0.8310866439,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,-1.1962902034,1.8322522527,1.3374092821,0.4491017557,1.7898030616,-0.3408845294,0.4606002072,0.1336435834,-1.3830793904,0
1.2139902295,-0.1959162514,-0.2407367666,-0.2679165764,0.0241348403,1.0464630541,0.6552697105,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,-0.101120655,-0.6993570774,-0.3178002254,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,0.0080439085,-0.1864353722,0.0241348403,-0.7655941825,-0.3117234228,1.0265652438,-0.428075368,-0.458796669,1.3433419082,-0.101120655,1.1993499201,0.5098045283,0.4491017557,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,0
1.2139902295,-0.1959162514,-1.2358594668,-0.9208290089,-1.7636311075,1.0464630541,1.6222628439,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,-1.1962902034,-0.6993570774,-1.973009733,-0.9631679162,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,-2.9130344683,0
1.2139902295,-0.1959162514,1.2519472838,0.1887324336,0.9180178142,-1.6716228008,0.5673612439,-0.7045734472,-0.428075368,-0.458796669,-2.3496942655,0.2639358612,-0.6993570774,-0.3178002254,-0.9631679162,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,1
-0.8229061287,-0.1959162514,0.2568245836,-0.682762186,0.9180178142,-0.7655941825,0.1278189105,1.0265652438,2.3337011999,0.3363448717,1.3433419082,-1.1962902034,1.8322522527,0.5098045283,0.4491017557,-0.3035338526,-1.2930759524,-2.3738626064,0.1336435834,-1.3830793904,1
1.2139902295,-0.1959162514,-0.9041519001,-0.7911676143,0.9180178142,0.1404344358,1.1827205106,1.0265652438,-0.428075368,-1.2539382097,1.3433419082,-1.1962902034,-0.6993570774,0.5098045283,0.4491017557,1.7898030616,-0.3408845294,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,2.247069984,2.4287570189,-0.8697481336,-0.7655941825,0.7431781772,-0.7045734472,-0.428075368,1.1314864124,1.3433419082,-1.1962902034,0.5664475876,-0.3178002254,0.4491017557,-0.3035338526,1.5634983166,-2.3738626064,2.0159475755,0.1468756875,1
-0.8229061287,-0.1959162514,-1.2358594668,-0.612263231,0.9180178142,-0.7655941825,-0.2238149561,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,-0.101120655,1.1993499201,-0.3178002254,-2.3754375881,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,0.7543859337,0.5454784019,-0.8697481336,1.0464630541,-1.0149911562,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,-0.8312336873,1.8322522527,0.5098045283,-0.9631679162,-0.3035338526,-0.3408845294,-0.9566311996,-1.7486604086,-1.3830793904,0
1.2139902295,-0.1959162514,-0.7382981167,-0.9013443731,0.9180178142,0.1404344358,-0.2238149561,-0.7045734472,-0.428075368,-1.2539382097,-0.5031761787,0.2639358612,-0.0664547449,-1.1454049792,1.8613714276,-0.3035338526,1.5634983166,0.4606002072,0.1336435834,-1.3830793904,1
-0.8229061287,-0.1959162514,-1.0700056834,-0.7206686593,0.0241348403,1.0464630541,-1.0149911562,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,-0.101120655,-0.6993570774,-0.3178002254,-0.9631679162,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,0.1468756875,1
-0.8229061287,-0.1959162514,-0.9870787918,-1.0611183867,0.9180178142,1.0464630541,-1.1908080895,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,-1.1962902034,-0.6993570774,-0.3178002254,1.8613714276,-0.3035338526,-1.2930759524,0.4606002072,-1.7486604086,-1.3830793904,0
1.2139902295,-0.1959162514,2.247069984,0.747410082,0.0241348403,1.0464630541,0.3915443105,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,-0.4661771711,1.8322522527,-1.973009733,0.4491017557,-0.3035338526,1.5634983166,-2.3738626064,2.0159475755,-2.9130344683,0
-0.8229061287,-0.1959162514,0.2568245836,0.7934646757,0.9180178142,-1.6716228008,-0.9270826895,-0.7045734472,-0.428075368,1.1314864124,-0.5031761787,-0.101120655,-0.0664547449,-0.3178002254,0.4491017557,-0.3035338526,0.6113068936,-0.9566311996,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,0.2568245836,0.1692477978,-0.8697481336,1.0464630541,-0.8391742228,-0.7045734472,-0.428075368,0.3363448717,-0.5031761787,-0.101120655,-0.6993570774,-1.1454049792,-0.9631679162,-0.3035338526,0.6113068936,0.4606002072,0.1336435834,0.1468756875,0
-0.8229061287,-0.1959162514,-0.7382981167,-0.9162235496,-0.8697481336,0.1404344358,-0.9270826895,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,-1.1962902034,-0.6993570774,0.5098045283,1.8613714276,-0.3035338526,0.6113068936,-2.3738626064,0.1336435834,-1.3830793904,1
-0.8229061287,5.0991175707,-1.4017132502,-0.6296222702,-1.7636311075,-0.7655941825,-0.5754488228,-0.7045734472,2.3337011999,0.3363448717,-0.5031761787,-1.1962902034,1.8322522527,-1.1454049792,0.4491017557,-0.3035338526,-1.2930759524,0.4606002072,0.1336435834,-1.3830793904,0
-0.8229061287,-0.1959162514,1.2519472838,-0.1860811061,0.9180178142,1.0464630541,-0.3996318895,-0.7045734472,-0.428075368,-1.2539382097,-1.4264352221,-0.101120655,-0.6993570774,1.3374092821,0.4491017557,-0.3035338526,0.6113068936,-2.3738626064,0.1336435834,0.1468756875,1
-0.8229061287,-0.1959162514,-0.7382981167,-0.9080754291,-0.8697481336,0.1404344358,0.2157273772,-0.7045734472,2.3337011999,-1.2539382097,-0.5031761787,-0.101120655,-0.6993570774,-0.3178002254,0.4491017557,3.8831399758,-0.3408845294,0.4606002072,0.1336435834,-1.3830793904,0
1.2139902295,-0.1959162514,0.2568245836,0.3825159933,-1.7636311075,1.0464630541,1.0948120439,-0.7045734472,-0.428075368,-0.458796669,-0.5031761787,-0.101120655,1.8322522527,-0.3178002254,-0.9631679162,-0.3035338526,-0.3408845294,0.4606002072,0.1336435834,-1.3830793904,0
